"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
201,"HOU","HOU","2020-08-07",631176,201,100,0.222,0.156,0.31,0.378,0.321,0.345,0.231,10,45,84.1,18.2,2324,87.1,86.88,31,87,113,-0.19999999999998863,6.2,110,148,108,143,290,315,295,"4.2","-4.2"
201,"SF","SF","2020-09-24",631012,201,100,0.295,0.045,0.448,0.341,0.298,0.221,0.184,13,44,82.2,9.3,2148,88,88.21,39,111,90,0.20000000000000284,6.26,111,154,113,147,299,316,289,"3.6","-3.6"
200,"TOR","TOR","2020-08-12",630902,200,100,0.326,0.07,0.448,0.395,0.36,0.308,0.246,14,43,78.1,10.6,2055,89.5,89.97,29,91,109,0.5,6.55,103,149,114,148,290,307,286,"-6.6","6.6"
200,"BOS","BOS","2020-09-25",630569,200,100,0.262,0.214,0.31,0.476,0.38,0.402,0.247,11,42,90.1,25.2,2163,89.2,90.04,26,105,95,0.7999999999999972,6.68,108,151,113,145,311,333,288,"-1.1","1.1"
199,"DET","DET","2020-09-09",631461,199,100,0.467,0.511,0.471,0.978,0.615,0.511,0.387,21,45,89.7,18.2,2156,87.2,87.14,17,81,118,-0.10000000000000853,6.17,115,152,125,145,308,329,282,"-15.6","15.6"
199,"TEX","TEX","2020-08-30",630921,199,100,0.306,0.278,0.4,0.583,0.415,0.36,0.25,11,36,91.6,10.3,2073,88.1,88.03,22,77,122,-0.09999999999999432,6.21,106,153,118,146,302,324,299,"-1.9","1.9"
199,"SF","SF","2020-08-25",631015,199,100,0.267,0.2,0.333,0.467,0.34,0.337,0.259,12,45,87.6,13.7,2186,86.9,86.6,23,95,104,-0.30000000000001137,5.95,112,158,120,149,295,316,296,"-1.7","1.7"
199,"BOS","BOS","2020-08-10",631631,199,100,0.4,0.175,0.5,0.575,0.462,0.402,0.333,16,40,86,6.4,2211,88.7,88.97,21,87,112,0.29999999999999716,6.61,107,143,105,144,273,320,298,"-4.4","4.4"
199,"MIA","MIA","2020-08-17",631325,199,100,0.378,0.486,0.37,0.865,0.532,0.48,0.297,14,37,86.7,11.1,2239,83.9,83.76,13,82,117,-0.10000000000000853,6.31,109,148,117,146,298,320,287,"-8.6","8.6"
198,"BOS","BOS","2020-08-14",631196,198,100,0.368,0.158,0.448,0.526,0.419,0.342,0.258,14,38,87.2,15.7,2287,89.1,89.32,20,99,99,0.20000000000000284,6.42,110,151,121,148,299,331,273,"-5.8","5.8"
198,"HOU","HOU","2020-09-04",631357,198,100,0.2,0.171,0.208,0.371,0.35,0.391,0.263,7,35,86.8,7.3,2404,88.1,87.52,17,67,131,-0.5999999999999943,5.93,112,153,118,150,298,325,303,"-0.2","0.2"
198,"BAL","BAL","2020-08-20",631684,198,100,0.308,0.154,0.357,0.462,0.362,0.351,0.294,12,39,87.8,15.7,2298,88,88.32,27,100,98,0.29999999999999716,6.5,106,156,116,147,293,325,298,"-0.7","0.7"
197,"SEA","SEA","2020-08-14",631448,197,100,0.273,0.303,0.318,0.576,0.425,0.306,0.184,9,33,85.8,21.3,2359,86.6,85.57,19,74,123,-1,6.25,110,153,129,147,280,337,292,"-7","7"
197,"TEX","TEX","2020-08-09",630922,197,100,0.188,0.188,0.278,0.375,0.317,0.313,0.197,6,32,89.3,18.3,2282,90.7,90.13,26,74,123,-0.6000000000000085,6.21,113,156,111,151,308,329,287,"1.7","-1.7"
197,"ATL","ATL","2020-09-09",630439,197,100,0.342,0.289,0.367,0.632,0.423,0.378,0.301,13,38,91.8,22.6,2126,86.5,86.73,28,93,104,0.20000000000000284,6.42,110,151,116,151,310,335,288,"-5.1","5.1"
196,"PIT","PIT","2020-07-27",631130,196,100,0.262,0.071,0.344,0.333,0.32,0.339,0.273,11,42,87.9,11.2,2398,88,88.38,18,77,119,0.4000000000000057,6.72,105,152,119,146,305,308,292,"0.6","-0.6"
196,"WSH","WSH","2020-08-24",630898,196,100,0.395,0.116,0.485,0.512,0.435,0.364,0.3,17,43,90,11.2,2324,88.3,88.29,27,99,97,0,6.21,107,152,119,142,306,318,294,"-6.9","6.9"
195,"MIL","MIL","2020-08-18",631260,195,100,0.128,0.077,0.179,0.205,0.236,0.264,0.152,5,39,82.2,11.8,2574,87.4,87.9,21,84,111,0.5,6.42,110,150,112,147,296,328,292,"3.7","-3.7"
195,"KC","KC","2020-08-26",630979,195,100,0.265,0.059,0.429,0.324,0.357,0.341,0.199,9,34,90.8,20.4,2301,88.9,89.13,22,82,113,0.19999999999998863,6.32,109,153,114,145,303,327,310,"-0.6","0.6"
194,"PHI","PHI","2020-08-30",631135,194,100,0.357,0.214,0.406,0.571,0.447,0.416,0.305,15,42,88.6,12.3,2138,89.6,89.48,19,86,108,-0.09999999999999432,6.28,113,153,122,148,299,325,292,"-5.6","5.6"
193,"OAK","OAK","2020-09-20",631166,193,100,0.366,0.244,0.5,0.61,0.459,0.416,0.291,15,41,87,22.7,2316,88.9,88.72,31,84,109,-0.20000000000000284,6.11,111,152,122,146,312,324,297,"-10.3","10.3"
193,"TOR","TOR","2020-09-06",631626,193,100,0.286,0.343,0.273,0.629,0.428,0.367,0.222,10,35,87.1,24.7,2262,90.2,90.61,18,84,109,0.3999999999999915,6.49,101,147,118,144,280,317,293,"-3","3"
193,"CLE","CLE","2020-08-11",631572,193,100,0.324,0.147,0.345,0.471,0.385,0.322,0.248,11,34,89,9.3,2311,86.8,87.09,17,88,105,0.29999999999999716,6.31,108,154,122,149,284,311,301,"-2.1","2.1"
193,"SD","SD","2020-08-20",631077,193,100,0.211,0.184,0.3,0.395,0.314,0.337,0.233,8,38,89.8,20.1,2456,91.5,91.35,28,83,110,-0.20000000000000284,6.28,119,153,125,149,300,333,313,"-0.9","0.9"
193,"ATL","ATL","2020-09-05",630383,193,100,0.341,0.122,0.452,0.463,0.384,0.32,0.256,14,41,81.3,10.7,2414,87,87.1,24,89,103,0.09999999999999432,6.35,105,146,112,149,309,321,297,"-3.5","3.5"
192,"WSH","WSH","2020-08-17",630316,192,100,0.333,0.231,0.367,0.564,0.421,0.396,0.307,13,39,88.1,8.8,2198,87.9,87.97,27,105,87,0.09999999999999432,6.24,103,150,119,139,305,322,291,"-1.8","1.8"
192,"COL","COL","2020-09-18",631511,192,100,0.395,0.326,0.378,0.721,0.491,0.442,0.355,17,43,92.6,5.1,2263,88.8,89.07,19,92,100,0.29999999999999716,6.06,116,151,121,146,303,347,308,"-9.7","9.7"
192,"CIN","CIN","2020-09-30",635914,192,100,0.136,0.023,0.261,0.159,0.165,0.189,0.146,6,44,90.3,16.1,2726,87.9,87.77,34,103,89,-0.10000000000000853,6.23,106,150,127,151,310,324,294,"5.4","-5.4"
192,"DET","DET","2020-09-02",631283,192,100,0.207,0.207,0.222,0.414,0.379,0.425,0.238,6,29,87,11.8,2311,90.3,90.56,20,76,116,0.29999999999999716,6.42,110,151,115,145,307,324,297,"-4.2","4.2"
192,"ATL","ATL","2020-09-11",630873,192,100,0.244,0.222,0.265,0.467,0.321,0.406,0.307,11,45,83.9,18,2389,86.9,86.54,23,101,91,-0.4000000000000057,6.01,109,148,109,150,300,321,302,"-0.7","0.7"
192,"MIL","MIL","2020-08-12",631300,192,100,0.366,0.268,0.364,0.634,0.452,0.436,0.347,15,41,86.7,20.9,2257,85.5,85.36,15,77,115,-0.09999999999999432,6.24,112,153,126,145,297,325,303,"-5.2","5.2"
191,"PIT","PIT","2020-09-01",631109,191,100,0.295,0.159,0.297,0.455,0.343,0.431,0.355,13,44,89.5,9.7,2382,88.6,89.35,17,81,110,0.8000000000000114,6.64,105,150,122,147,299,329,296,"-1.1","1.1"
191,"CLE","CLE","2020-08-12",631568,191,100,0.242,0.242,0.316,0.485,0.37,0.316,0.199,8,33,91.7,11.5,2179,87.4,87.88,22,66,125,0.5,6.36,107,153,122,148,287,307,288,"-0.3","0.3"
191,"BAL","BAL","2020-07-24",631664,191,100,0.425,0.2,0.548,0.625,0.484,0.384,0.309,17,40,90.8,17.4,2162,87.7,86.56,22,96,95,-1.1000000000000085,6.14,109,149,123,146,280,317,302,"-9","9"
191,"HOU","HOU","2020-08-25",631426,191,100,0.375,0.188,0.44,0.563,0.459,0.392,0.276,12,32,86.2,10.6,2327,88.3,87.76,15,70,120,-0.5,6.01,114,149,115,148,277,324,298,"-6.6","6.6"
191,"DET","DET","2020-09-06",631254,191,100,0.333,0.179,0.387,0.513,0.404,0.375,0.285,13,39,88.3,24.8,2120,89.6,90.02,13,88,103,0.4000000000000057,6.39,111,149,116,144,297,326,288,"-4.2","4.2"
191,"NYM","NYM","2020-09-17",631117,191,100,0.25,0.417,0.25,0.667,0.444,0.465,0.289,9,36,91.9,12,2258,90.3,90.24,14,68,123,-0.09999999999999432,6.32,118,150,127,145,294,327,287,"-1.1","1.1"
191,"SF","SF","2020-08-16",631024,191,100,0.415,0.415,0.467,0.829,0.541,0.506,0.37,17,41,90.8,18.1,2244,87.2,87.53,18,81,110,0.29999999999999716,6.35,108,154,119,146,299,323,293,"-10.3","10.3"
190,"NYY","NYY","2020-09-21",630876,190,100,0.361,0.306,0.5,0.667,0.455,0.33,0.267,13,36,93.7,7.3,2321,91.3,90.98,30,97,93,-0.29999999999999716,6.28,112,150,118,148,292,317,293,"-6.2","6.2"
190,"TOR","TOR","2020-09-15",631195,190,100,0.39,0.561,0.385,0.951,0.577,0.539,0.374,16,41,95.8,20,2078,84.9,84.54,21,83,107,-0.4000000000000057,6.12,113,151,120,148,300,318,286,"-15.2","15.2"
190,"BAL","BAL","2020-08-16",631679,190,100,0.242,0,0.32,0.242,0.314,0.354,0.232,8,33,87.3,13.9,2330,89.7,89.43,19,77,113,-0.29999999999999716,6.32,106,152,114,144,302,316,291,"-0.4","0.4"
190,"STL","STL","2020-09-15",631263,190,100,0.417,0.417,0.44,0.833,0.524,0.451,0.359,15,36,93.8,9.9,2184,86.6,87.01,20,78,112,0.4000000000000057,6.62,114,153,113,146,306,319,304,"-12.5","12.5"
190,"TEX","TEX","2020-08-10",630923,190,100,0.366,0.293,0.364,0.659,0.469,0.38,0.299,15,41,85.1,12.5,2211,89.1,89.25,11,67,123,0.10000000000000853,6.31,112,159,116,151,305,332,289,"-6.4","6.4"
189,"SD","SD","2020-10-01",635918,189,100,0.278,0.25,0.296,0.528,0.371,0.362,0.233,10,36,89.8,11,2271,88.3,87.92,23,87,102,-0.3999999999999915,6.05,115,148,118,148,291,324,307,"-2.6","2.6"
189,"CIN","CIN","2020-09-10",631634,189,100,0.361,0.139,0.52,0.5,0.414,0.308,0.255,13,36,87.5,-3.7,2553,89.2,89.32,30,89,100,0.09999999999999432,6.31,105,148,118,146,290,329,296,"-1.8","1.8"
189,"BAL","BAL","2020-07-31",630592,189,100,0.188,0.25,0.25,0.438,0.326,0.28,0.163,6,32,89.9,7.4,2294,90.4,88.53,18,83,106,-1.9000000000000057,6.13,110,154,119,148,295,318,288,"1.6","-1.6"
189,"SF","SF","2020-08-15",631023,189,100,0.27,0.378,0.316,0.649,0.415,0.378,0.239,10,37,86.1,26.2,2124,87.9,87.93,28,88,101,0,6.15,108,159,117,151,297,320,287,"-2.1","2.1"
189,"PHI","PHI","2020-08-13",631142,189,100,0.385,0.205,0.448,0.59,0.446,0.453,0.374,15,39,88.9,20.4,2122,87.9,87.92,16,92,97,0,6.31,107,151,118,148,297,324,292,"-7.1","7.1"
188,"CWS","CWS","2020-08-29",631502,188,100,0.306,0.417,0.304,0.722,0.466,0.397,0.282,11,36,91,12,2454,90.7,90.63,24,74,114,-0.10000000000000853,6.05,107,148,111,150,295,320,303,"-4.4","4.4"
188,"TOR","TOR","2020-09-07",630859,188,100,0.243,0.297,0.214,0.541,0.375,0.371,0.282,9,37,90.2,2.4,2019,86.1,86.3,20,80,108,0.20000000000000284,6.54,104,152,119,148,294,303,282,"-2","2"
188,"DET","DET","2020-09-17",631464,188,100,0.263,0.211,0.276,0.474,0.362,0.354,0.275,10,38,83.3,3.2,2110,89,88.89,15,82,106,-0.09999999999999432,6.16,114,143,125,146,296,327,282,"-4.8","4.8"
188,"DET","DET","2020-08-15",631477,188,100,0.188,0.094,0.231,0.281,0.299,0.399,0.293,6,32,93.8,5.4,2271,91.4,91.4,17,81,107,0,6.26,110,148,116,149,290,325,275,"2","-2"
188,"MIN","MIN","2020-09-13",631259,188,100,0.351,0.054,0.481,0.405,0.34,0.351,0.276,13,37,86.8,25.9,2162,86.9,86.35,26,92,96,-0.6000000000000085,6.26,108,151,111,148,297,331,292,"1.7","-1.7"
187,"DET","DET","2020-08-24",631468,187,100,0.316,0.289,0.333,0.605,0.429,0.389,0.262,12,38,88.1,-4.8,2056,89.1,89.63,20,80,107,0.5,6.48,111,148,115,147,294,330,292,"-4.6","4.6"
187,"OAK","OAK","2020-08-23",631170,187,100,0.231,0.077,0.286,0.308,0.294,0.297,0.208,9,39,85.9,20.6,2294,90.9,90.79,23,77,110,-0.10000000000000853,6.24,105,146,121,151,299,324,298,"2.6","-2.6"
187,"CWS","CWS","2020-09-14",631482,187,100,0.242,0.121,0.32,0.364,0.352,0.32,0.217,8,33,85.7,11.8,2252,89.5,89.18,19,81,106,-0.29999999999999716,6.2,110,145,107,146,293,322,301,"2.3","-2.3"
187,"SD","SD","2020-07-30",631018,187,100,0.289,0.132,0.379,0.421,0.348,0.278,0.188,11,38,89.5,25.6,2380,91,90.78,24,80,107,-0.20000000000000284,6.04,117,143,122,148,289,325,305,"0.3","-0.3"
187,"SD","SD","2020-08-21",631078,187,100,0.235,0.088,0.381,0.324,0.318,0.264,0.177,8,34,82.2,-0.9,2443,91.5,91.46,23,84,103,0,6.3,113,145,118,149,304,332,311,"1.8","-1.8"
186,"HOU","HOU","2020-08-02",631393,186,100,0.154,0.103,0.208,0.256,0.272,0.32,0.19,6,39,90.4,7.7,2339,90.3,89.7,26,71,115,-0.5999999999999943,5.94,110,151,112,146,295,311,294,"3","-3"
186,"ATL","ATL","2020-08-11",631192,186,100,0.207,0.276,0.2,0.483,0.383,0.453,0.297,6,29,87.7,0.9,2172,87.5,88.41,16,75,111,0.9000000000000057,6.76,108,153,120,152,304,334,289,"-3.9","3.9"
186,"DET","DET","2020-09-01",631287,186,100,0.257,0.086,0.4,0.343,0.313,0.296,0.213,9,35,88.3,10.7,2210,89.9,89.87,23,78,108,0,6.1,115,150,116,148,302,320,297,"2.2","-2.2"
186,"ATL","ATL","2020-09-27",630573,186,100,0.357,0.333,0.407,0.69,0.465,0.362,0.27,15,42,88.3,1.2,2224,88.2,88.32,24,88,98,0.09999999999999432,6.39,110,152,115,152,311,328,301,"-3.9","3.9"
186,"AZ","AZ","2020-08-26",630099,186,100,0.297,0.216,0.429,0.514,0.398,0.287,0.176,11,37,87.3,5.4,2293,89.3,89.26,24,80,106,0,6.51,112,152,121,150,300,334,298,"-2.7","2.7"
186,"CWS","CWS","2020-09-20",631578,186,100,0.172,0.138,0.222,0.31,0.358,0.402,0.225,5,29,89.8,5.6,2454,89.6,89.53,20,75,111,-0.09999999999999432,6.37,112,148,118,146,289,325,300,"-0.8","0.8"
185,"TOR","TOR","2020-08-18",631681,185,100,0.3,0.3,0.333,0.6,0.387,0.29,0.223,12,40,89.9,19.1,2201,89.1,89.8,19,87,98,0.7000000000000028,6.72,106,152,119,145,298,318,296,"-2.2","2.2"
185,"MIN","MIN","2020-08-31",631247,185,100,0.282,0.154,0.345,0.436,0.357,0.319,0.242,11,39,87.4,17.1,2433,85.5,85.15,25,89,96,-0.4000000000000057,6.21,104,153,114,147,299,335,294,"-2.9","2.9"
185,"CIN","CIN","2020-09-25",631246,185,100,0.229,0.086,0.381,0.314,0.291,0.25,0.167,8,35,89.1,24.4,2399,90.4,90.03,33,85,100,-0.4000000000000057,6.09,114,150,119,153,293,319,294,"3","-3"
185,"HOU","HOU","2020-08-11",631446,185,100,0.3,0.15,0.333,0.45,0.362,0.296,0.226,12,40,82.6,13.7,2419,89.4,88.62,26,88,97,-0.8000000000000114,5.94,109,151,115,149,286,327,300,"-1.2","1.2"
185,"LAA","LAA","2020-08-10",631395,185,100,0.257,0.229,0.269,0.486,0.382,0.439,0.314,9,35,88.8,14.9,2268,87.8,87.32,16,80,105,-0.5,5.97,107,148,112,148,320,328,301,"-4.7","4.7"
185,"STL","STL","2020-10-01",635918,185,100,0.395,0.421,0.435,0.816,0.529,0.442,0.319,15,38,90.5,11.3,2314,87.9,87.93,17,80,105,0,6.35,110,146,118,148,302,333,300,"-7","7"
185,"TB","TB","2020-10-16",635929,185,100,0.333,0.152,0.455,0.485,0.414,0.339,0.214,11,33,88.4,1.3,2236,91.2,91.76,15,68,117,0.5999999999999943,6.68,99,153,116,145,299,329,295,"-2","2"
185,"MIN","MIN","2020-08-08",631420,185,100,0.343,0.371,0.381,0.714,0.477,0.493,0.347,12,35,87.2,6.3,2002,88.6,88.6,29,89,96,0,6.03,102,150,106,146,312,338,305,"-3.8","3.8"
185,"PIT","PIT","2020-09-13",631401,185,100,0.343,0.2,0.556,0.543,0.442,0.42,0.292,12,35,89.6,12.2,2307,87.7,87.39,28,67,118,-0.29999999999999716,6.22,106,146,118,146,298,318,298,"-4.6","4.6"
185,"AZ","AZ","2020-08-12",631535,185,100,0.381,0.333,0.448,0.714,0.478,0.342,0.258,16,42,86.3,18.1,2240,90.4,91.11,22,83,102,0.6999999999999886,6.28,109,152,123,151,304,339,306,"-2.1","2.1"
185,"ATL","ATL","2020-09-30",635914,185,100,0.229,0.021,0.344,0.25,0.239,0.269,0.241,11,48,85.9,7.3,2396,87.1,87.13,31,96,89,0,6.28,109,150,115,151,316,338,301,"6.6","-6.6"
184,"AZ","AZ","2020-07-25",631092,184,100,0.241,0.276,0.357,0.517,0.388,0.345,0.216,7,29,90.9,27.9,2318,89.6,87.29,17,61,123,-2.299999999999997,6.49,104,149,119,148,297,316,306,"-1","1"
184,"BOS","BOS","2020-09-18",631627,184,100,0.256,0.14,0.345,0.395,0.313,0.305,0.25,11,43,89.3,9.6,2109,90.4,90.26,22,81,103,-0.10000000000000853,6.26,108,147,120,142,271,322,300,"0.6","-0.6"
184,"PHI","PHI","2020-08-28",631125,184,100,0.25,0.225,0.267,0.475,0.346,0.282,0.197,10,40,89.6,17.3,2236,90.5,90.95,20,91,93,0.5,6.81,107,150,118,147,293,326,291,"1.8","-1.8"
184,"CIN","CIN","2020-08-30",631584,184,100,0.229,0.514,0.125,0.743,0.442,0.443,0.268,8,35,91.4,16.2,2333,91.3,90.96,28,81,103,-0.29999999999999716,5.91,117,153,121,164,290,319,293,"-4.8","4.8"
184,"MIA","MIA","2020-08-12",630902,184,100,0.391,0.5,0.407,0.891,0.541,0.478,0.336,18,46,94.2,14.4,2442,84.6,80.87,22,86,98,-3.6999999999999886,6.1,105,155,114,150,300,318,283,"-5.9","5.9"
183,"CLE","CLE","2020-08-18",631114,183,100,0.237,0.053,0.391,0.289,0.273,0.244,0.178,9,38,86.6,1.2,2276,88.4,88.86,37,97,86,0.5,6.43,106,155,114,151,307,316,283,"2.5","-2.5"
183,"SF","SF","2020-08-20",631026,183,100,0.27,0.162,0.375,0.432,0.344,0.299,0.235,10,37,86.1,6.7,2161,89.4,89.58,22,76,107,0.19999999999998863,6.3,114,155,118,150,287,310,292,"0","0"
183,"PIT","PIT","2020-07-31",631647,183,100,0.333,0.121,0.4,0.455,0.409,0.403,0.301,11,33,88.8,4.9,2332,87.8,88.66,25,83,100,0.9000000000000057,6.67,110,145,117,145,293,314,308,"-2.5","2.5"
